,name,rating,reviews,type,hq,old,employee
9531,Sharayu Toyota,3.8,(62 Reviews),Private,Aurangabad + 4 more,13 years old,5k-10k Employees (India)
9532,KRIBHCO Fertiliz...,4.1,(62 Reviews),Public,Noida + 7 more,28 years old,1-10 Employees (India)
9533,Unicommerce Esol...,4,(62 Reviews),Private,"Gurgaon,Haryana + 1 more",11 years old,201-500 Employees (India)
9534,VI-JOHN Group,3.7,(62 Reviews),Private,Gurgaon + 18 more,63 years old,201-500 Employees (India)
9535,Brindavan Agro I...,4,(62 Reviews),Private,Agra + 5 more,501-1k Employees (India),
9536,TSYS|Total Syste...,4.5,(62 Reviews),Public,Columbus + 1 more,39 years old,1k-5k Employees (India)
9537,Aruba Networks,4.1,(62 Reviews),Private,"Santa Clara,California + 1 more",21 years old,501-1k Employees (India)
9538,Valenta AI Priva...,3.3,(62 Reviews),Private,"North York,Ontario + 4 more",12 years old,201-500 Employees (India)
9539,Hindustan Motors,4,(62 Reviews),Public,Kolkata + 15 more,81 years old,51-200 Employees (India)
9540,Securonix,3,(62 Reviews),Private,"Addison,Texas + 2 more",16 years old,1k-5k Employees (India)
9541,TDI Internationa...,3.4,(62 Reviews),Private,"Delhi/NCR,Delhi + 11 more",37 years old,501-1k Employees (India)
9542,Avasarala Techno...,3.5,(62 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 5 more",38 years old,201-500 Employees (India)
9543,A.M. MOTORS,4.1,(62 Reviews),Private,Noida + 8 more,23 years old,501-1k Employees (India)
9544,Brindavan Agro I...,4,(62 Reviews),Private,Agra + 5 more,501-1k Employees (India),
9545,Sarvatra Technol...,4.2,(62 Reviews),Private,"Pune,Maharashtra + 6 more",23 years old,201-500 Employees (India)
9546,Pune Institute o...,3.7,(62 Reviews),Private,Pune + 6 more,16 years old,201-500 Employees (India)
9547,Sharayu Toyota,3.8,(62 Reviews),Private,Aurangabad + 4 more,13 years old,5k-10k Employees (India)
9548,Sparkline Equipm...,3.8,(62 Reviews),Private,Pune + 7 more,33 years old,51-200 Employees (India)
9549,Shiv Enterprises,3.8,(62 Reviews),Proprietorship,"Chandigarh,Chandigarh + 27 more",8 years old,51-200 Employees (India)
9550,Derewala Jewelle...,3.7,(62 Reviews),Private,Jaipur,36 years old,201-500 Employees (India)
9551,WWF-India,3.6,(62 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 9 more",54 years old,51-200 Employees (India)
9552,Business Octane ...,3.9,(62 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",16 years old,51-200 Employees (India)
9553,Kern Liebers,4,(62 Reviews),Private,Schramberg,135 years old,501-1k Employees (India)
9554,Al Ansari Tradin...,3.8,(62 Reviews),Muscat + 1 more,48 years old,501-1k Employees (India),
9555,Capital Business...,4.3,(62 Reviews),"Delhi/NCR,New Delhi + 12 more",73 years old,201-500 Employees (India),
9556,OneMain Financia...,3.8,(62 Reviews),Private,Baltimore + 28 more,69 years old,10k-50k Employees (Global)
9557,Eastman Cast & F...,3.1,(62 Reviews),Public,"Ludhiana,Punjab + 4 more",34 years old,51-200 Employees (India)
9558,PMC,4,(62 Reviews),Private,Mumbai + 23 more,39 years old,10k-50k Employees (Global)
9559,Accutech Power S...,3.9,(62 Reviews),Private,"Mumbai,Maharashtra + 5 more",53 years old,501-1k Employees (India)
9560,Dakshin Haryana ...,4.5,(62 Reviews),Private,Hisar + 16 more,24 years old,5k-10k Employees (Global)
9561,Sri Sri Ravishan...,4,(62 Reviews),NGO/NPO,"Bangalore/Bengaluru,Karnataka + 10 more",24 years old,201-500 Employees (India)
9562,Ambrane India,3.6,(62 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",11 years old,201-500 Employees (India)
9563,Fourth Dimension...,3.6,(62 Reviews),Private,"Chennai,Tamil Nadu + 9 more",34 years old,51-200 Employees (India)
9564,RBS Group,4.3,(62 Reviews),Private,New Delhi + 7 more,10k-50k Employees (India),
9565,GeeksForGeeks,4.3,(62 Reviews),Private,"Noida,Uttar Pradesh + 1 more",14 years old,11-50 Employees (Global)
9566,MPOnline,4,(62 Reviews),Public,Bhopal + 5 more,17 years old,201-500 Employees (India)
9567,Jindal Pipes,3.4,(62 Reviews),Public,Gurugram + 8 more,53 years old,1k-5k Employees (India)
9568,Commerce Pundit,3.8,(62 Reviews),Private,"2675 Breckinridge Blvd,Suite 250,Duluth GA + 2 more",14 years old,11-50 Employees (India)
9569,VI-JOHN Group,3.7,(62 Reviews),Private,Gurgaon + 18 more,63 years old,201-500 Employees (India)
9570,Concept Pharmace...,2.7,(62 Reviews),Mumbai + 10 more,39 years old,11-50 Employees (India),
9571,BugRaptors,4.9,(62 Reviews),Private,"Mohali,Punjab + 1 more",7 years old,201-500 Employees (India)
9572,ANAAMALAIS TOYOT...,4.4,(62 Reviews),Coimbatore + 11 more,23 years old,1k-5k Employees (India),
9573,CRY - Child Righ...,4.1,(62 Reviews),Private,Mumbai + 5 more,44 years old,51-200 Employees (India)
9574,KRIBHCO Fertiliz...,4.1,(62 Reviews),Public,Noida + 7 more,28 years old,1-10 Employees (India)
9575,Lotus Labs,4.3,(62 Reviews),Private,Bangalore + 3 more,22 years old,201-500 Employees (India)
9576,Unicommerce Esol...,4,(62 Reviews),Private,"Gurgaon,Haryana + 1 more",11 years old,201-500 Employees (India)
9577,Aruba Networks,4.1,(62 Reviews),Private,"Santa Clara,California + 1 more",21 years old,501-1k Employees (India)
9578,Sterling Infosys...,3.7,(62 Reviews),Private,New York + 2 more,48 years old,1k-5k Employees (India)
9579,Gujarat Insectic...,4.2,(62 Reviews),Mumbai + 10 more,43 years old,201-500 Employees (India),
9580,Lokmanya Multipu...,3.9,(62 Reviews),Private,Belgaum + 15 more,28 years old,51-200 Employees (India)
9581,Potomac Technolo...,3.9,(62 Reviews),Indore,51-200 Employees (India),,
9582,Bharat Cooperati...,4.1,(62 Reviews),Mumbai + 10 more,1k-5k Employees (India),,
9583,DELTA,4.3,(62 Reviews),Public,Goa + 17 more,501-1k Employees (India),
9584,Rain Industries,4.1,(62 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",49 years old,201-500 Employees (India)
9585,Creative Textile...,4,(62 Reviews),Private,Mumbai + 5 more,18 years old,1k-5k Employees (India)
9586,Etech,4,(62 Reviews),Private,Nacogdoches + 5 more,26 years old,1k-5k Employees (India)
9587,Amarprakash Deve...,2.8,(62 Reviews),Private,"Chennai,Tamil Nadu",19 years old,51-200 Employees (India)
9588,JP Group,3.9,(62 Reviews),Private,Hosur + 15 more,13 years old,51-200 Employees (India)
9589,Solenis,4.2,(62 Reviews),Private,"Wilmington,Delaware + 4 more",116 years old,51-200 Employees (India)
9590,CNK & Associates,4.1,(62 Reviews),LLP,Mumbai + 5 more,21 years old,51-200 Employees (Global)
9591,ABRL Retail,3.7,(62 Reviews),Bengaluru/Bangalore + 14 more,,,
9592,Spaco Technologi...,4.2,(62 Reviews),Private,Pune + 1 more,52 years old,51-200 Employees (India)
9593,CLIRNet,3.6,(62 Reviews),"Mumbai,Maharashtra",8 years old,51-200 Employees (India),
9594,Zydus Pfizer Onc...,4.5,(62 Reviews),201-500 Employees (India),,,
9595,Y-TEC,4,(62 Reviews),Alwar + 4 more,70 years old,51-200 Employees (India),
9596,Radixweb,3.6,(62 Reviews),Private,"Ahmedabad,Gujarat + 1 more",23 years old,501-1k Employees (India)
9597,SHREE AMBA INDUS...,3.7,(62 Reviews),New Delhi + 7 more,33 years old,1k-5k Employees (India),
9598,Krazy Mantra IT,3.3,(62 Reviews),Private,Ahmedabad + 3 more,15 years old,51-200 Employees (India)
9599,Tokai Rika Minda,4,(62 Reviews),Private,Oguchi + 4 more,75 years old,51-200 Employees (India)
9600,Oasis,3.9,(62 Reviews),Private,Burlington + 21 more,30 years old,1k-5k Employees (India)
9601,S.L. Raheja Hosp...,4,(62 Reviews),Mumbai,42 years old,201-500 Employees (India),
9602,Mobicule Technol...,2.7,(62 Reviews),Private,Mumbai + 2 more,15 years old,201-500 Employees (India)
9603,Bhagwan Mahaveer...,4.4,(62 Reviews),Jaipur + 1 more,26 years old,201-500 Employees (India),
9604,Krishna Group,4.3,(62 Reviews),Gurgaon + 12 more,29 years old,,
9605,Hand In Hand,4.3,(62 Reviews),NGO/NPO,Chennai + 14 more,21 years old,51-200 Employees (India)
9606,Radisson MBD Hot...,3.8,(62 Reviews),Private,Noida + 6 more,63 years old,10k-50k Employees (Global)
9607,Combined Group C...,4,(62 Reviews),Ardiya + 4 more,58 years old,11-50 Employees (India),
9608,Degustibus Hospi...,4.1,(62 Reviews),Private,"Mumbai,Maharashtra + 2 more",27 years old,201-500 Employees (India)
9609,East West Seeds,4.6,(62 Reviews),Private,"Nonthaburi,Bangkok + 13 more",41 years old,51-200 Employees (India)
9610,ATUL MOTORS,3.5,(62 Reviews),Jamnagar + 4 more,23 years old,501-1k Employees (India),
9611,Thinq Pharma Cro,3.8,(62 Reviews),Public,"Mumbai,Maharashtra + 7 more",21 years old,51-200 Employees (India)
9612,Sri Sri Ravishan...,4,(62 Reviews),NGO/NPO,"Bangalore/Bengaluru,Karnataka + 10 more",24 years old,201-500 Employees (India)
9613,Bharat Cooperati...,4.1,(62 Reviews),Mumbai + 10 more,1k-5k Employees (India),,
9614,Amarprakash Deve...,2.8,(62 Reviews),Private,"Chennai,Tamil Nadu",19 years old,51-200 Employees (India)
9615,Ambrane India,3.6,(62 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",11 years old,201-500 Employees (India)
9616,Lokmanya Multipu...,3.9,(62 Reviews),Private,Belgaum + 15 more,28 years old,51-200 Employees (India)
9617,Gujarat Insectic...,4.2,(62 Reviews),Mumbai + 10 more,43 years old,201-500 Employees (India),
9618,DELTA,4.3,(62 Reviews),Public,Goa + 17 more,501-1k Employees (India),
9619,Concept Pharmace...,2.7,(62 Reviews),Mumbai + 10 more,39 years old,11-50 Employees (India),
9620,My Eco Energy,2.5,(62 Reviews),Mumbai + 13 more,12 years old,51-200 Employees (India),
9621,Verificient Tech...,3.6,(62 Reviews),New York,51-200 Employees (India),,
9622,GeeksForGeeks,4.3,(62 Reviews),Private,"Noida,Uttar Pradesh + 1 more",14 years old,11-50 Employees (Global)
9623,Etech,4,(62 Reviews),Private,Nacogdoches + 5 more,26 years old,1k-5k Employees (India)
9624,Funfirst Global ...,3,(62 Reviews),Private,"Mumbai,Maharashtra + 13 more",22 years old,51-200 Employees (Global)
9625,MPOnline,4,(62 Reviews),Public,Bhopal + 5 more,17 years old,201-500 Employees (India)
9626,JP Group,3.9,(62 Reviews),Private,Hosur + 15 more,13 years old,51-200 Employees (India)
9627,Potomac Technolo...,3.9,(62 Reviews),Indore,51-200 Employees (India),,
9628,MeeSeva Center,4.5,(62 Reviews),Hyderabad/Secunderabad + 22 more,10k-50k Employees (India),,
9629,GASCO,4.3,(62 Reviews),Private,Abu Dhabi + 6 more,52 years old,201-500 Employees (India)
9630,Yash Pharma Labo...,3.7,(62 Reviews),Private,Thane + 15 more,51 years old,201-500 Employees (India)
9631,Phoenix Mecano,4,(62 Reviews),Private,Stein Am Rhein + 6 more,48 years old,201-500 Employees (India)
9632,Radisson MBD Hot...,3.8,(62 Reviews),Private,Noida + 6 more,63 years old,10k-50k Employees (Global)
9633,Combined Group C...,4,(62 Reviews),Ardiya + 4 more,58 years old,11-50 Employees (India),
9634,Degustibus Hospi...,4.1,(62 Reviews),Private,"Mumbai,Maharashtra + 2 more",27 years old,201-500 Employees (India)
9635,Indore Composite,3.9,(62 Reviews),Private,"Mumbai,Maharashtra + 4 more",28 years old,51-200 Employees (India)
9636,Pacific It Consu...,4,(62 Reviews),Noida + 8 more,31 years old,11-50 Employees (India),
9637,Thinq Pharma Cro,3.8,(62 Reviews),Public,"Mumbai,Maharashtra + 7 more",21 years old,51-200 Employees (India)
9638,A-i Enterprises,4,(62 Reviews),Private,Chennai + 14 more,23 years old,51-200 Employees (India)
9639,Ptc Industries,3.6,(62 Reviews),Public,Lucknow + 2 more,60 years old,51-200 Employees (India)
9640,Linux Laboratori...,3.5,(62 Reviews),Private,"Chennai,Tamil Nadu + 13 more",16 years old,11-50 Employees (India)
9641,ATUL MOTORS,3.5,(62 Reviews),Jamnagar + 4 more,23 years old,501-1k Employees (India),
9642,Krishna Group,4.3,(62 Reviews),Gurgaon + 12 more,29 years old,,
9643,DHL Lemuir Logis...,4.1,(62 Reviews),Private,Bonn + 9 more,54 years old,1k-5k Employees (Global)
9644,Htl Aircon,4,(62 Reviews),Private,"Mumbai,Maharashtra + 7 more",27 years old,201-500 Employees (India)
9645,Kun Hyundai,4.5,(62 Reviews),Private,Chennai + 7 more,25 years old,51-200 Employees (India)
9646,R.K. Group,3.6,(62 Reviews),Private,"Kolkata,West Bengal + 21 more",39 years old,51-200 Employees (India)
9647,STEM Learning,4.4,(62 Reviews),Private,"Mumbai,Maharashtra + 9 more",12 years old,11-50 Employees (India)
9648,Omnist Techhub S...,4.9,(62 Reviews),Private,"New Delhi,Delhi + 1 more",6 years old,51-200 Employees (India)
9649,Scribe EMR,4,(62 Reviews),"Bangalore,karnataka + 4 more",6 years old,,
9650,Locobuzz,4.2,(62 Reviews),Private,"Mumbai,Maharashtra + 3 more",8 years old,51-200 Employees (India)
9651,Om Enterprises,4.1,(62 Reviews),Private,"Delhi/NCR,Delhi + 26 more",31 years old,1k-5k Employees (India)
9652,Mobicule Technol...,2.7,(62 Reviews),Private,Mumbai + 2 more,15 years old,201-500 Employees (India)
9653,M.B.A Consulting...,3.5,(62 Reviews),Private,Noida + 3 more,10 years old,501-1k Employees (India)
9654,Bhaktivedanta Ho...,4.4,(62 Reviews),Private,"Thane,Maharashtra + 5 more",25 years old,51-200 Employees (India)
9655,Ecolog Internati...,4.7,(62 Reviews),Private,Düsseldorf + 1 more,20 years old,10k-50k Employees (Global)
9656,Ikon Retail,3.3,(62 Reviews),Private,New Delhi + 8 more,17 years old,11-50 Employees (India)
9657,Tv9,4.5,(62 Reviews),Private,Hyderabad + 4 more,19 years old,5k-10k Employees (Global)
9658,Wize Brains,4.2,(62 Reviews),Chandigarh + 3 more,1-10 Employees (India),,
9659,Ujala Cygnus,4.2,(62 Reviews),New Delhi + 12 more,,,
9660,Advics North Ind...,4.2,(62 Reviews),51-200 Employees (India),,,
9661,Nickelfox Techno...,4.4,(62 Reviews),Private,"Noida,Uttar Pradesh",9 years old,51-200 Employees (India)
9662,Emerson Export E...,4.2,(62 Reviews),1k-5k Employees (India),,,
9663,Techlens Global,4.1,(62 Reviews),Private,Gurgaon,14 years old,51-200 Employees (India)
9664,Nova Benefits,4.3,(62 Reviews),Private,"Bangalore,Karnataka + 1 more",3 years old,51-200 Employees (India)
9665,Aegis Associates,3.1,(62 Reviews),New Delhi + 14 more,23 years old,1k-5k Employees (India),
9666,The BIM Engineer...,4.1,(62 Reviews),Private,"Kampen,Overijssel + 3 more",10 years old,501-1k Employees (India)
9667,Great Champ Tech...,3.5,(62 Reviews),Private,"Noida,Uttar Pradesh + 1 more",13 years old,501-1k Employees (India)
9668,Fasal,4.6,(62 Reviews),Private,"Bangalore,Karnataka + 8 more",5 years old,11-50 Employees (India)
9669,MeeSeva Center,4.5,(62 Reviews),Hyderabad/Secunderabad + 22 more,10k-50k Employees (India),,
9670,TP Western Odish...,4,(62 Reviews),Sambalpur + 10 more,3 years old,201-500 Employees (India),
9671,Veranda RACE,4.7,(62 Reviews),Chennai + 15 more,,,
9672,Coronis Health,4.6,(62 Reviews),Mohali + 1 more,501-1k Employees (India),,
9673,SIP Academy,4.5,(62 Reviews),Private,Chennai + 20 more,20 years old,51-200 Employees (India)
9674,Topsel Toyota,4,(61 Reviews),Private,Kolkata + 3 more,42 years old,201-500 Employees (India)
9675,Techila Global S...,4.1,(61 Reviews),Private,"Boca Raton,FL + 3 more",11 years old,51-200 Employees (India)
9676,Keys Hotels,4.7,(61 Reviews),Private,"Mumbai,Maharashtra + 14 more",17 years old,11-50 Employees (India)
9677,Roadmap IT Solut...,3.3,(61 Reviews),Private,Bengaluru + 3 more,19 years old,201-500 Employees (India)
9678,Tek Care,3.6,(61 Reviews),Private,Ahmedabad + 29 more,10k-50k Employees (India),
9679,Electromech Mate...,3.8,(61 Reviews),Private,"Pune,Maharashtra + 5 more",44 years old,201-500 Employees (India)
9680,MG Automotives,3.9,(61 Reviews),Zahirabad + 10 more,43 years old,501-1k Employees (India),
9681,Alufit India,4.3,(61 Reviews),Bengaluru + 7 more,39 years old,201-500 Employees (India),
9682,Dasnac,4.3,(61 Reviews),New Delhi + 1 more,51-200 Employees (India),,
9683,Lithium Urban Te...,3.7,(61 Reviews),Private,"Bangalore,Karnataka + 4 more",10 years old,51-200 Employees (India)
9684,Government of Ke...,4.2,(61 Reviews),Private,Thiruvananthapuram + 15 more,67 years old,1 Lakh+ Employees (India)
9685,Shingora Textile...,3.2,(61 Reviews),Private,Ludhiana + 4 more,47 years old,501-1k Employees (India)
9686,AppsDaily,3.2,(61 Reviews),Private,"Mumbai,Maharashtra + 24 more",15 years old,201-500 Employees (India)
9687,J&K Bank,4.5,(61 Reviews),Public,"Srinagar,Jammu And Kashmir + 15 more",85 years old,10k-50k Employees (India)
9688,Asit C Mehta Inv...,3.6,(61 Reviews),Private,"Mumbai,Maharashtra + 9 more",38 years old,51-200 Employees (India)
9689,SP Software,3.8,(61 Reviews),Private,Hyderabad + 3 more,28 years old,201-500 Employees (India)
9690,Ranosys Technolo...,4.1,(61 Reviews),Private,Singapore + 2 more,15 years old,201-500 Employees (India)
9691,Signity Solution...,4.6,(61 Reviews),Private,Chandigarh + 1 more,14 years old,51-200 Employees (India)
9692,IKF Technologies,4.4,(61 Reviews),Public,"Kolkata,West Bengal",23 years old,51-200 Employees (India)
9693,Unique Enterpris...,3.7,(61 Reviews),Private,New Delhi + 16 more,25 years old,11-50 Employees (India)
9694,BECIL,3.5,(61 Reviews),Private,New Delhi + 17 more,28 years old,10k-50k Employees (India)
9695,Web Werks,3,(61 Reviews),Private,"Mumbai,Maharashtra + 4 more",27 years old,201-500 Employees (India)
9696,Centrodorstroy,4,(61 Reviews),Private,New Delhi + 8 more,19 years old,501-1k Employees (India)
9697,Viaante Business...,3.5,(61 Reviews),Private,"Mumbai,Maharashtra + 1 more",12 years old,501-1k Employees (India)
9698,Konkan Railway C...,3.9,(61 Reviews),Private,Navi Mumbai + 12 more,52 years old,5k-10k Employees (Global)
9699,Run Service Info...,4.3,(61 Reviews),Private,Chennai + 13 more,16 years old,51-200 Employees (Global)
9700,Slate The School,4.4,(61 Reviews),Hyderabad + 5 more,22 years old,501-1k Employees (India),
9701,Regency Health C...,4.2,(61 Reviews),Kanpur + 3 more,28 years old,1k-5k Employees (India),
9702,Central Warehous...,4,(61 Reviews),Private,New Delhi + 21 more,66 years old,1k-5k Employees (Global)
9703,Elgi Ultra Indus...,4.1,(61 Reviews),Public,Coimbatore + 7 more,40 years old,51-200 Employees (India)
9704,Employees State ...,4.1,(61 Reviews),Public,New Delhi + 24 more,71 years old,1-10 Employees (India)
9705,Galderma,3.9,(61 Reviews),Private,Lausanne + 15 more,42 years old,201-500 Employees (India)
9706,Lincoln Electric,3.7,(61 Reviews),Private,Cleveland + 1 more,128 years old,51-200 Employees (India)
9707,MSG Global Solut...,3.8,(61 Reviews),Private,"Regensdorf,Zurich + 1 more",15 years old,201-500 Employees (India)
9708,ACPL Systems,3.5,(61 Reviews),Private,Gurgaon + 12 more,33 years old,51-200 Employees (India)
9709,Lakshmi Precisio...,4.2,(61 Reviews),Public,Rohtak + 3 more,51 years old,501-1k Employees (India)
9710,Mahaveer Group,3.1,(61 Reviews),Private,Bengaluru + 9 more,25 years old,11-50 Employees (India)
9711,Pan Seeds,3.7,(61 Reviews),Private,Kolkata + 14 more,48 years old,201-500 Employees (India)
9712,VST Motors,4.5,(61 Reviews),Private,Chennai + 10 more,74 years old,1k-5k Employees (India)
9713,Mothercare,4.1,(61 Reviews),Public,Watford + 19 more,62 years old,51-200 Employees (India)
9714,Delhi Developmen...,4,(61 Reviews),Private,New Delhi + 1 more,66 years old,1k-5k Employees (India)
9715,Getronics,4.4,(61 Reviews),Private,"Amsterdam,North Holland + 6 more",136 years old,201-500 Employees (India)
